date,adj_close,close,high,low,open,volume,price_variation,short_ma,long_ma,signal,position,buy_signal,sell_signal,rsi,rsi_signal,rsi_buy_signal,rsi_sell_signal
2026-01-28,1.2017642259597778,1.2017642259597778,1.2023565769195557,1.1921935081481934,1.2022699117660522,0,0.0227374316,1.1742743611335755,,0,0.0,0,0,59.049995558923094,0,0,0
2026-01-29,1.1977769136428833,1.1977769136428833,1.1994577646255493,1.1908447742462158,1.1976622343063354,0,0.0193441092,1.1775888085365296,,0,0.0,0,0,55.66428939800949,0,0,0
2026-01-30,1.19657301902771,1.19657301902771,1.1973466873168945,1.187394618988037,1.1967878341674805,0,0.0183195587,1.1811560273170472,,0,0.0,0,0,54.64551777199222,0,0,0
2026-02-02,1.1849182844161987,1.1849182844161987,1.1875073909759521,1.179078459739685,1.185044765472412,0,0.0084010297,1.1833985209465028,,0,0.0,0,0,45.88940750455717,0,0,0
2026-02-03,1.1798714399337769,1.1798714399337769,1.1824523210525513,1.178078293800354,1.1799131631851196,0,0.0041060135,1.1849942684173584,,0,0.0,0,0,42.698791925562595,0,0,0
2026-02-04,1.1816140413284302,1.1816140413284302,1.1838523149490356,1.1792314052581787,1.1816281080245972,0,0.0055890196,1.185877013206482,,0,0.0,0,0,44.142911465901456,0,0,0
2026-02-05,1.180163860321045,1.180163860321045,1.1820470094680786,1.1780505180358887,1.1802334785461426,0,0.0043548721,1.1871636986732483,,0,0.0,0,0,43.16790130781719,0,0,0
2026-02-06,1.177786946296692,1.177786946296692,1.1826481819152832,1.176747441291809,1.1777453422546387,0,0.0023320469,1.1873962879180908,,0,0.0,0,0,41.54805141898441,0,0,0
2026-02-09,1.182578206062317,1.182578206062317,1.1925204992294312,1.1817816495895386,1.1826202869415283,0,0.0064095528,1.1870695352554321,,0,0.0,0,0,45.95080138251673,0,0,0
2026-02-10,1.1904053688049316,1.1904053688049316,1.192847728729248,1.1890182495117188,1.1904761791229248,0,0.0130707032,1.1873452305793761,,0,0.0,0,0,52.27506164770247,0,0,0
2026-02-11,1.1889617443084717,1.1889617443084717,1.192733883857727,1.1839083433151245,1.188792109489441,0,0.0118421354,1.1860649824142455,,0,0.0,0,0,51.08773106922847,0,0,0
2026-02-12,1.1876062154769897,1.1876062154769897,1.1890605688095093,1.1853257417678833,1.1875356435775757,0,0.0106885397,1.1850479125976563,1.1767873605092367,0,0.0,0,0,49.94071099181075,0,0,0
2026-02-13,1.1868449449539185,1.1868449449539185,1.1879446506500244,1.1848762035369873,1.1869717836380005,0,0.0100406756,1.1840751051902771,1.1771806359291077,0,0.0,0,0,49.27164887683447,0,0,0
2026-02-16,1.1867464780807495,1.1867464780807495,1.1870845556259155,1.1847639083862305,1.186704158782959,0,0.0099568774,1.1842579245567322,1.1777232925097147,0,0.0,0,0,49.179871651110545,0,0,0
2026-02-17,1.1849884986877441,1.1849884986877441,1.1852554082870483,1.180553913116455,1.1850868463516235,0,0.0084607841,1.184769630432129,1.1781730691591898,0,0.0,0,0,47.479468147631536,0,0,0
2026-02-18,1.185185194015503,1.185185194015503,1.1853959560394287,1.1810418367385864,1.185157060623169,0,0.0086281778,1.185126745700836,1.1787184039751688,0,0.0,0,0,47.69736607917889,0,0,0
2026-02-19,1.1788839101791382,1.1788839101791382,1.1807769536972046,1.1743016242980957,1.1791062355041504,0,0.0032655961,1.1849987506866455,1.1790919144948324,0,0.0,0,0,41.72507699869489,0,0,0
2026-02-20,1.1769136190414429,1.1769136190414429,1.1806097030639648,1.1745498180389404,1.1769136190414429,0,0.0015888192,1.1849114179611206,1.1794628183046976,0,0.0,0,0,40.036993494783765,0,0,0
2026-02-23,1.1834739446640015,1.1834739446640015,1.183445930480957,1.1775233745574951,1.1829839944839478,0,0.0071718532,1.1850009918212892,1.180166228612264,0,0.0,0,0,47.633745770217445,0,0,0
2026-02-24,1.1793843507766724,1.1793843507766724,1.1796625852584839,1.1767336130142212,1.1793148517608643,0,0.003691486,1.183898890018463,1.1805891116460165,0,0.0,0,0,43.89996980010304,0,0,0
2026-02-25,1.1775233745574951,1.1775233745574951,1.180790901184082,1.1771352291107178,1.1775511503219604,0,0.0021077394,1.1827550530433655,1.1810314655303955,0,0.0,0,0,42.27601877455326,0,0,0
2026-02-26,1.181516408920288,1.181516408920288,1.1830118894577026,1.1782448291778564,1.181544303894043,0,0.0055059315,1.1821460723876953,1.1815942645072937,0,0.0,0,0,46.82161405524811,0,0,0
2026-02-27,1.1803030967712402,1.1803030967712402,1.182396411895752,1.1790506839752197,1.1803449392318726,0,0.0044733665,1.1814918875694276,1.1822410066922506,-1,0.0,0,1,45.6454017867811,0,0,0
2026-03-02,1.1759449243545532,1.1759449243545532,1.1795791387557983,1.1672834157943726,1.1760140657424927,0,0.0007644309,1.180411732196808,1.1826893925666808,0,0.0,0,0,41.60265181248307,0,0,0
2026-03-03,1.1697274446487427,1.1697274446487427,1.1707134246826172,1.153203010559082,1.1694538593292236,0,-0.004526831,1.1788856267929078,1.1828831752141318,0,0.0,0,0,36.61967378580609,0,0,0
2026-03-04,1.161224365234375,1.161224365234375,1.1654876470565796,1.1576753854751587,1.161089539527893,0,-0.0117632068,1.1764895439147949,1.182497767607371,0,0.0,0,0,31.128419333083002,0,0,0
2026-03-05,1.1635618209838867,1.1635618209838867,1.164686679840088,1.1561896800994873,1.1635212898254395,0,-0.0097739618,1.1749573349952698,1.1823732614517213,0,0.0,0,0,34.05584096435757,0,0,0
2026-03-06,1.1608065366744995,1.1608065366744995,1.16225004196167,1.1547610759735107,1.1607122421264648,0,-0.0121187914,1.1733466267585755,1.181884777545929,0,0.0,0,0,32.31234323963268,0,0,0
2026-03-09,1.152325987815857,1.152325987815857,1.159366488456726,1.150814175605774,1.1525650024414062,0,-0.0193359931,1.170231831073761,1.1807674527168275,0,0.0,0,0,27.624561400674267,1,1,0
2026-03-10,1.1617234945297241,1.1617234945297241,1.1663848161697388,1.1608469486236572,1.1616694927215576,0,-0.0113384328,1.1684657454490661,1.1799032886823018,0,0.0,0,0,38.30569573503769,0,0,0
2026-03-11,1.1611299514770508,1.1611299514770508,1.164401888847351,1.1566978693008423,1.1613187789916992,0,-0.0118435557,1.1668264031410218,1.178548812866211,0,0.0,0,0,37.92500172593123,0,0,0
2026-03-12,1.1543211936950684,1.1543211936950684,1.156738042831421,1.151145339012146,1.1541746854782104,0,-0.017638013,1.1641068816184998,1.1771002888679505,0,0.0,0,0,33.77789160624745,0,0,0
2026-03-13,1.1521666049957275,1.1521666049957275,1.152923822402954,1.1434844732284546,1.1522197723388672,0,-0.0194716327,1.1612932324409484,1.1756200750668844,0,0.0,0,0,32.56437996156724,0,0,0
2026-03-16,1.1435105800628662,1.1435105800628662,1.1501259803771973,1.1415655612945557,1.1438244581222534,0,-0.0268381697,1.1580497980117799,1.1742398182551066,0,0.0,0,0,28.183641543727177,1,1,0
2026-03-17,1.1499539613723755,1.1499539613723755,1.15421462059021,1.146696925163269,1.1497821807861328,0,-0.0213546588,1.156072449684143,1.1732425689697266,0,0.0,0,0,35.174498426642515,0,0,0
2026-03-18,1.153948187828064,1.153948187828064,1.1556684970855713,1.1492536067962646,1.1539082527160645,0,-0.0179554522,1.155344831943512,1.1723203738530477,0,0.0,0,0,39.130105242864886,0,0,0
2026-03-19,1.1464471817016602,1.1464471817016602,1.1536552906036377,1.144505262374878,1.1462894678115845,0,-0.0243390336,1.1536333680152893,1.1711964845657348,0,0.0,0,0,34.83164657057138,0,0,0
2026-03-20,1.157755732536316,1.157755732536316,1.1581177711486816,1.1526447534561157,1.1575682163238525,0,-0.0147151173,1.153328287601471,1.170528777440389,0,0.0,0,0,44.69526325994828,0,0,0
2026-03-23,1.1560158729553223,1.1560158729553223,1.1637920141220093,1.1485011577606201,1.156376838684082,0,-0.0161957901,1.1536972761154174,1.1696433663368224,0,0.0,0,0,43.60182065755679,0,0,0
2026-03-24,1.1607122421264648,1.1607122421264648,1.1616560220718384,1.1569254398345947,1.160779595375061,0,-0.0121990389,1.1535961508750916,1.1686535954475403,0,0.0,0,0,47.34633750746908,0,0,0
2026-03-25,1.16146719455719,1.16146719455719,1.1631964445114136,1.1563634872436523,1.161386251449585,0,-0.0115565518,1.1536298751831056,1.167737110455831,0,0.0,0,0,47.94466368511425,0,0,0
2026-03-26,1.1561496257781982,1.1561496257781982,1.1574074029922485,1.1523923873901367,1.1564704179763794,0,-0.0160819624,1.1538127183914184,1.1666885574658712,0,0.0,0,0,44.139970269646696,0,0,0
2026-03-27,1.1535090208053589,1.1535090208053589,1.1547343730926514,1.1502978801727295,1.1535356044769287,0,-0.0183291965,1.1539469599723815,1.1655773599942525,0,0.0,0,0,42.343019341295985,0,0,0
2026-03-30,1.149200677871704,1.149200677871704,1.152339220046997,1.1443873643875122,1.1491875648498535,0,-0.0219957257,1.1545159697532654,1.1643258333206177,0,0.0,0,0,39.51636514064687,0,0,0
2026-03-31,1.1460003852844238,1.1460003852844238,1.1538816690444946,1.144924521446228,1.1457903385162354,0,-0.0247192707,1.1541206121444703,1.163026229540507,0,0.0,0,0,37.51310225750823,0,0,0
2026-04-01,1.1574207544326782,1.1574207544326782,1.1626555919647217,1.1555883884429932,1.157112717628479,0,-0.0150001938,1.1544678688049317,1.1621007482210794,0,0.0,0,0,47.70188163231124,0,0,0
2026-04-02,1.159057378768921,1.159057378768921,1.1598775386810303,1.1510393619537354,1.159151554107666,0,-0.0136073773,1.1557288885116577,1.1614398638407388,0,0.0,0,0,48.98562816494011,0,0,0
2026-04-03,1.1541746854782104,1.1541746854782104,1.1548677682876587,1.1520869731903076,1.1543878316879272,0,-0.0177626959,1.1553707838058471,1.1606818993886312,0,0.0,0,0,45.404749334622046,0,0,0
2026-04-06,1.150999665260315,1.150999665260315,1.1570056676864624,1.1506949663162231,1.151185154914856,0,-0.0204647334,1.1548691630363463,1.1595994234085083,0,0.0,0,0,43.19362903397968,0,0,0
2026-04-07,1.1541212797164917,1.1541212797164917,1.1583458185195923,1.1525251865386963,1.1540547609329224,0,-0.0178081458,1.1542100667953492,1.1587573210398356,0,0.0,0,0,45.97904950051122,0,0,0
2026-04-08,1.1686612367630005,1.1686612367630005,1.172333002090454,1.1666841506958008,1.1690436601638794,0,-0.0054342059,1.1549294710159301,1.1584619164466858,0,0.0,0,0,56.643066303673294,0,0,0
2026-04-09,1.16593599319458,1.16593599319458,1.1706311702728271,1.1651073694229126,1.165813684463501,0,-0.00775347,1.1559081077575684,1.157942569255829,0,0.0,0,0,54.47254934432584,0,0,0
2026-04-10,1.1691256761550903,1.1691256761550903,1.1741223335266113,1.1678149700164795,1.1691941022872925,0,-0.005038954,1.1574697732925414,1.157569988568624,0,0.0,0,0,56.57019066446317,0,0,0
2026-04-13,1.1675150394439697,1.1675150394439697,1.1719481945037842,1.167147159576416,1.1672152280807495,0,-0.0064096542,1.159301209449768,1.1572889924049377,1,0.0,1,0,55.187474077542475,0,0,0
2026-04-14,1.176885962486267,1.176885962486267,1.1810559034347534,1.1756960153579712,1.176345944404602,0,0.0015652826,1.1623897671699523,1.1575276096661886,0,1.0,0,0,61.1390075288772,0,0,0
2026-04-15,1.179940938949585,1.179940938949585,1.1810559034347534,1.177398681640625,1.179815649986267,0,0.0041651593,1.164641785621643,1.1581514954566956,0,0.0,0,0,62.87026433135976,0,0,0
2026-04-16,1.1809163093566895,1.1809163093566895,1.182382583618164,1.176955223083496,1.1807769536972046,0,0.0049952288,1.16682767868042,1.1587299784024556,0,0.0,0,0,63.43042664631909,0,0,0
2026-04-17,1.1782727241516113,1.1782727241516113,1.1851149797439575,1.1772878170013428,1.1778979301452637,0,0.0027454584,1.16923748254776,1.1593121846516927,0,0.0,0,0,60.755062374455036,0,0,0
2026-04-20,1.1741223335266113,1.1741223335266113,1.1791062355041504,1.1739156246185303,1.1739156246185303,0,-0.0007866486,1.1715497493743896,1.1600387295087178,0,0.0,0,0,56.71086879680611,0,0,0
2026-04-21,1.1784392595291138,1.1784392595291138,1.178828239440918,1.174315333366394,1.178383708000183,0,0.002887185,1.1739815473556519,1.160595921675364,0,0.0,0,0,59.71464114535514,0,0,0
2026-04-22,1.174425721168518,1.174425721168518,1.176110863685608,1.1713716983795166,1.1745774745941162,0,-0.0005284566,1.1745579957962036,1.161039113998413,0,0.0,0,0,55.835496074271184,0,0,0
2026-04-23,1.1706037521362305,1.1706037521362305,1.1716461181640625,1.167924165725708,1.1704941987991333,0,-0.003781067,1.1750247716903686,1.1615818659464519,0,0.0,0,0,52.34810547492742,0,0,0
2026-04-24,1.16838800907135,1.16838800907135,1.17205810546875,1.1673243045806885,1.1684017181396484,0,-0.0056667309,1.1749510049819947,1.1621225794156393,0,0.0,0,0,50.383412418800255,0,0,0
2026-04-27,1.1706448793411255,1.1706448793411255,1.1756407022476196,1.1705901622772217,1.1705901622772217,0,-0.0037460665,1.1752639889717102,1.1630270560582479,0,0.0,0,0,52.34528803987208,0,0,0
2026-04-28,1.1723467111587524,1.1723467111587524,1.1728830337524414,1.1678286790847778,1.1723191738128662,0,-0.0022977565,1.1748100638389587,1.163773481051127,0,0.0,0,0,53.827871666187775,0,0,0
2026-04-29,1.171783447265625,1.171783447265625,1.172195553779602,1.1683608293533325,1.1719344854354858,0,-0.002777111,1.1739943146705627,1.1643679896990458,0,0.0,0,0,53.23751955576321,0,0,0
2026-04-30,1.168470025062561,1.168470025062561,1.17384672164917,1.165623426437378,1.168770432472229,0,-0.0055969328,1.17274968624115,1.1651020844777424,0,0.0,0,0,49.77893005778236,0,0,0
2026-05-01,1.172910451889038,1.172910451889038,1.1784532070159912,1.1719344854354858,1.1730204820632935,0,-0.0018179963,1.1722134590148925,1.1656072417894998,0,0.0,0,0,54.08397883256267,0,0,0
2026-05-04,1.1726628541946411,1.1726628541946411,1.17384672164917,1.1690847873687744,1.1726078987121582,0,-0.0020287093,1.1720675110816956,1.1661621411641439,0,0.0,0,0,53.80700578948662,0,0,0
2026-05-05,1.1691941022872925,1.1691941022872925,1.1716461181640625,1.1677467823028564,1.1691941022872925,0,-0.0049807213,1.1711429953575134,1.1664448698361716,0,0.0,0,0,49.94781137312048,0,0,0
2026-05-06,1.1715774536132812,1.1715774536132812,1.1796625852584839,1.1712619066238403,1.1715089082717896,0,-0.0029524178,1.1708581686019897,1.1667818784713746,0,0.0,0,0,52.47026248609916,0,0,0
2026-05-07,1.1747430562973022,1.1747430562973022,1.177994966506958,1.1746740341186523,1.1748120784759521,0,-0.0002583949,1.171272099018097,1.167401659488678,0,0.0,0,0,55.66612715083784,0,0,0
2026-05-08,1.1731581687927246,1.1731581687927246,1.178467035293579,1.172525405883789,1.1730892658233643,0,-0.0016071817,1.1717491149902344,1.1680566310882567,0,0.0,0,0,53.71863960417762,0,0,0
2026-05-11,1.176885962486267,1.176885962486267,1.1789672374725342,1.174936294555664,1.176885962486267,0,0.0015652826,1.1723732233047486,1.1689794739087422,0,0.0,0,0,57.48613222771235,0,0,0
2026-05-12,1.177994966506958,1.177994966506958,1.1778563261032104,1.1723054647445679,1.1775649785995483,0,0.0025090783,1.172938048839569,1.1700459599494935,0,0.0,0,0,58.5667236261156,0,0,0
2026-05-13,1.1735436916351318,1.1735436916351318,1.1742602586746216,1.1696317195892334,1.173626184463501,0,-0.0012790902,1.1731140732765197,1.170583391189575,0,0.0,0,0,52.76914169133709,0,0,0
2026-05-14,1.1716049909591675,1.1716049909591675,1.1721543073654175,1.1672425270080566,1.171783447265625,0,-0.0029289827,1.1734275698661805,1.1710016449292502,0,0.0,0,0,50.427737037990376,0,0,0
2026-05-15,1.166208028793335,1.166208028793335,1.1664528846740723,1.1618314981460571,1.1662487983703613,0,-0.0075219595,1.17275732755661,1.1714027563730876,0,0.0,0,0,44.507333398787225,0,0,0
2026-05-18,1.161440134048462,1.161440134048462,1.1659088134765625,1.1609008312225342,1.1617100238800049,0,-0.0115795811,1.171635055541992,1.1717507719993592,-1,0.0,0,1,40.035468062071764,0,0,0
2026-05-19,1.1655147075653076,1.1655147075653076,1.1655012369155884,1.1593127250671387,1.1654061079025269,0,-0.0081119967,1.1712671160697936,1.172130552927653,0,0.0,0,0,45.111011530568376,0,0,0
2026-05-20,1.1607122421264648,1.1607122421264648,1.1644154787063599,1.1583592891693115,1.1605371236801147,0,-0.0121990389,1.1701805949211121,1.1718655864397685,0,0.0,0,0,40.734598368458116,0,0,0
2026-05-21,1.1625338792800903,1.1625338792800903,1.1637378931045532,1.1577290296554565,1.1625068187713623,0,-0.010648771,1.1689596772193909,1.1717521826426187,0,0.0,0,0,42.99372574570014,0,0,0
2026-05-22,1.1621150970458984,1.1621150970458984,1.1618449687957764,1.1589365005493164,1.1615750789642334,0,-0.0110051673,1.1678553700447083,1.1715184966723124,0,0.0,0,0,42.59177184135937,0,0,0
2026-05-25,1.164225697517395,1.164225697517395,1.1655012369155884,1.1630340814590454,1.1640766859054565,0,-0.0092089829,1.166589343547821,1.1714088519414265,0,0.0,0,0,45.36414313286896,0,0,0
2026-05-26,1.1637378931045532,1.1637378931045532,1.164686679840088,1.161737084388733,1.1636160612106323,0,-0.0096241191,1.1651636362075806,1.170970582962036,0,0.0,0,0,44.825345997883716,0,0,0
2026-05-27,1.1636837720870972,1.1636837720870972,1.1660856008529663,1.1623852252960205,1.1638598442077637,0,-0.0096701777,1.1641776442527771,1.1704286773999533,0,0.0,0,0,44.76182383887622,0,0,0
2026-05-28,1.1617909669876099,1.1617909669876099,1.1657729148864746,1.1587486267089844,1.1617640256881714,0,-0.0112810117,1.1631962418556214,1.1697911659876505,0,0.0,0,0,42.49377926329215,0,0,0
2026-05-29,1.1652837991714478,1.1652837991714478,1.1685519218444824,1.1625880002975464,1.165338158607483,0,-0.0083085067,1.1631038188934326,1.169358201821645,0,0.0,0,0,47.754543580201535,0,0,0
2026-06-01,1.164890170097351,1.164890170097351,1.1667250394821167,1.1607391834259033,1.164808750152588,0,-0.0086434968,1.1634488224983215,1.1690504630406697,0,0.0,0,0,47.2301618114019,0,0,0
2026-06-02,1.1635483503341675,1.1635483503341675,1.1655012369155884,1.162912368774414,1.1635618209838867,0,-0.0097854257,1.1632521867752075,1.1685540994008383,0,0.0,0,0,45.40003666649598,0,0,0
2026-06-03,1.1622096300125122,1.1622096300125122,1.163602590560913,1.1595412492752075,1.1621556282043457,0,-0.0109247169,1.1634019255638122,1.1681468963623047,0,0.0,0,0,43.58542782326004,0,0,0
2026-06-04,1.160941243171692,1.160941243171692,1.164686679840088,1.1599044799804688,1.1609278917312622,0,-0.0120041522,1.1632426619529723,1.1678248127301534,0,0.0,0,0,41.877558157474446,0,0,0
2026-06-05,1.1612648963928223,1.1612648963928223,1.1645511388778687,1.1531099081039429,1.161440134048462,0,-0.0117287136,1.1631576418876648,1.1675873756408692,0,0.0,0,0,42.496740783382336,0,0,0
2026-06-08,1.1522595882415771,1.1522595882415771,1.155428171157837,1.1500862836837769,1.1524720191955566,0,-0.0193925011,1.161961030960083,1.1669745326042176,0,0.0,0,0,32.21374864241055,0,0,0
2026-06-09,1.1528440713882446,1.1528440713882446,1.1578094959259033,1.152790904045105,1.152790904045105,0,-0.0188950884,1.160871648788452,1.1663244446118672,0,0.0,0,0,33.34115316902323,0,0,0
2026-06-10,1.1535356044769287,1.1535356044769287,1.1574074029922485,1.15340256690979,1.1535356044769287,0,-0.018306573,1.1598568320274354,1.1657161831855773,0,0.0,0,0,34.72444678708865,0,0,0
2026-06-11,1.1535621881484985,1.1535621881484985,1.1558021306991577,1.151450276374817,1.1538017988204956,0,-0.0182839495,1.1590339541435242,1.165219255288442,0,0.0,0,0,34.780476819967376,0,0,0
2026-06-12,1.157594919204712,1.157594919204712,1.159151554107666,1.1558021306991577,1.1573537588119507,0,-0.0148519743,1.1582650661468505,1.1647087375322978,0,0.0,0,0,42.80140548539829,0,0,0
2026-06-15,1.1603081226348877,1.1603081226348877,1.16225004196167,1.1594606637954712,1.160644769668579,0,-0.0125429568,1.1578068614006043,1.1642969131469727,0,0.0,0,0,47.48122796009458,0,0,0
2026-06-16,1.1594202518463135,1.1594202518463135,1.1618449687957764,1.1575413942337036,1.1592857837677002,0,-0.0132985614,1.1573940515518188,1.1639711181322734,0,0.0,0,0,46.15054990375926,0,0,0
2026-06-17,1.1609952449798584,1.1609952449798584,1.1618449687957764,1.1586545705795288,1.1609278917312622,0,-0.011958195,1.1572726130485536,1.1636183778444926,0,0.0,0,0,48.887050674616034,0,0,0
2026-06-18,1.150734782218933,1.150734782218933,1.1530035734176636,1.1454228162765503,1.151145339012146,0,-0.0206901568,1.1562519669532776,1.1628181020418802,0,0.0,0,0,36.03850362174499,0,0,0
2026-06-19,1.1458560228347778,1.1458560228347778,1.1475785970687866,1.1418262720108032,1.1463946104049683,0,-0.0248421275,1.154711079597473,1.1619080305099487,0,0.0,0,0,31.76368062420532,0,0,0
2026-06-22,1.1462763547897339,1.1462763547897339,1.147315263748169,1.1426090002059937,1.1463682651519775,0,-0.0244844124,1.1541127562522888,1.1608877102533977,0,0.0,0,0,32.50649628645479,0,0,0
2026-06-23,1.1427135467529297,1.1427135467529297,1.1439030170440674,1.137669324874878,1.1425306797027588,0,-0.027516469,1.1530997037887574,1.1597116629282633,0,0.0,0,0,29.5683264099344,1,1,0
2026-06-24,1.1379542350769043,1.1379542350769043,1.1384334564208984,1.132541298866272,1.1379282474517822,0,-0.0315667861,1.151541566848755,1.1585253477096558,0,0.0,0,0,26.165968749196367,0,0,0
2026-06-25,1.1354217529296875,1.1354217529296875,1.1388354301452637,1.1334270238876343,1.135344386100769,0,-0.0337220044,1.1497275233268738,1.1573192397753398,0,0.0,0,0,24.547349304570645,0,0,0
2026-06-26,1.1361699104309082,1.1361699104309082,1.1433929204940796,1.135486125946045,1.1363893747329712,0,-0.0330852999,1.1475850224494935,1.1563179691632588,0,0.0,0,0,26.00364507213581,0,0,0
2026-06-29,1.1385631561279297,1.1385631561279297,1.1425960063934326,1.1381744146347046,1.1384464502334595,0,-0.031048576,1.1454105257987977,1.1555554032325746,0,0.0,0,0,30.616902659878335,0,0,0
2026-06-30,1.1422044038772583,1.1422044038772583,1.1434452533721924,1.1383298635482788,1.1418914794921875,0,-0.0279497649,1.143688941001892,1.1547783931096396,0,0.0,0,0,37.0475895945012,0,0,0
2026-07-01,1.1413310766220093,1.1413310766220093,1.1416828632354736,1.1362087726593018,1.141252875328064,0,-0.0286929926,1.141722524166107,1.154132354259491,0,0.0,0,0,36.181424235992,0,0,0
2026-07-02,1.13779878616333,1.13779878616333,1.1471705436706543,1.1375399827957153,1.1377859115600586,0,-0.0316990778,1.1404289245605468,1.153307851155599,0,0.0,0,0,32.837370104451296,0,0,0
2026-07-03,1.1422696113586426,1.1422696113586426,1.1465259790420532,1.1421130895614624,1.142374038696289,0,-0.0278942713,1.1400702834129333,1.1526463349660239,0,0.0,0,0,40.35187546453919,0,0,0
2026-07-06,1.1437721252441406,1.1437721252441406,1.144426703453064,1.1409794092178345,1.1435890197753906,0,-0.0266155869,1.139819860458374,1.151964549223582,0,0.0,0,0,42.673251531017485,0,0,0
2026-07-07,1.144177794456482,1.144177794456482,1.1447148323059082,1.1422958374023438,1.1442302465438843,0,-0.0262703502,1.1399662852287293,1.1513125459353128,0,0.0,0,0,43.31469360897793,0,0,0
2026-07-08,1.140380859375,1.140380859375,1.1432491540908813,1.1391856670379639,1.1400948762893677,0,-0.029501656,1.1402089476585389,1.150535782178243,0,0.0,0,0,38.92463342744525,0,0,0
2026-07-09,1.1422044038772583,1.1422044038772583,1.145081877708435,1.142126202583313,1.1421914100646973,0,-0.0279497649,1.1408872127532959,1.1498828967412313,0,0.0,0,0,41.96677759435253,0,0,0
2026-07-10,1.1433405876159668,1.1433405876159668,1.1462632417678833,1.1418392658233643,1.143379807472229,0,-0.0269828384,1.1416042804718018,1.1491514563560485,0,0.0,0,0,43.84362791246378,0,0,0
2026-07-13,1.1404459476470947,1.1404459476470947,1.1445707082748413,1.1386798620224,1.140367865562439,0,-0.0294462639,1.1417925596237182,1.14833664894104,0,0.0,0,0,40.27033314764856,0,0,0
2026-07-14,1.1384334564208984,1.1384334564208984,1.1461317539215088,1.1378765106201172,1.1383687257766724,0,-0.0311589544,1.1414154648780823,1.1474994858105978,0,0.0,0,0,37.954286432063974,0,0,0
2026-07-15,1.1424654722213745,1.1424654722213745,1.1445575952529907,1.1406540870666504,1.1425436735153198,0,-0.0277275879,1.1415289044380188,1.1468413472175598,0,0.0,0,0,44.803581898581626,0,0,0
