date,adj_close,close,high,low,open,volume,short_ma,long_ma,signal,position,buy_signal,sell_signal,rsi,rsi_signal,rsi_buy_signal,rsi_sell_signal
2024-11-19,1.059490442276001,1.059490442276001,1.0601080656051636,1.0528532266616821,1.059490442276001,0,1.0668157458305358,1.0798714637756348,0,0.0,0,0,34.36053359979216,0,0,0
2024-11-20,1.0607603788375854,1.0607603788375854,1.0612331628799438,1.0508506298065186,1.0607603788375854,0,1.0635471940040588,1.078644331296285,0,0.0,0,0,35.823536578904225,0,0,0
2024-11-21,1.0546187162399292,1.0546187162399292,1.0557432174682617,1.0469120740890503,1.0546187162399292,0,1.061678373813629,1.0773205757141113,0,0.0,0,0,32.097554788226944,0,0,0
2024-11-22,1.0469341278076172,1.0469341278076172,1.0498688220977783,1.0339871644973755,1.0469341278076172,0,1.0584200620651245,1.0757721781730651,0,0.0,0,0,28.15205747116984,1,1,0
2024-11-25,1.0479873418807983,1.0479873418807983,1.0529640913009644,1.0449539422988892,1.0479873418807983,0,1.056069815158844,1.0742871562639873,0,0.0,0,0,29.432370186350838,0,0,0
2024-11-26,1.0444300174713135,1.0444300174713135,1.0543851852416992,1.0427310466766357,1.0444300174713135,0,1.0538689017295837,1.0727375904719034,0,0.0,0,0,27.64076123241506,0,0,0
2024-11-27,1.0491198301315308,1.0491198301315308,1.0583466291427612,1.0475481748580933,1.0491198301315308,0,1.052613627910614,1.071427861849467,0,0.0,0,0,33.39687414981012,0,0,0
2024-11-28,1.0562450885772705,1.0562450885772705,1.0565240383148193,1.0529197454452515,1.0562450885772705,0,1.052596890926361,1.0704277594884237,0,0.0,0,0,41.067331077017165,0,0,0
2024-11-29,1.0563008785247803,1.0563008785247803,1.0595465898513794,1.0542962551116943,1.0563008785247803,0,1.0529261350631713,1.0695393125216166,0,0.0,0,0,41.12450542312155,0,0,0
2024-12-02,1.0545074939727783,1.0545074939727783,1.0545742511749268,1.0462220907211304,1.0545742511749268,0,1.0530394315719604,1.0684608300526937,0,0.0,0,0,39.788212464350686,0,0,0
2024-12-03,1.0501223802566528,1.0501223802566528,1.0530306100845337,1.048185110092163,1.0501223802566528,0,1.0521026253700256,1.0674054821332295,0,0.0,0,0,36.65209770342997,0,0,0
2024-12-04,1.0510826110839844,1.0510826110839844,1.0540074110031128,1.0473946332931519,1.0510826110839844,0,1.0511348485946654,1.0664506673812866,0,0.0,0,0,37.808079392534474,0,0,0
2024-12-05,1.051414132118225,1.051414132118225,1.0588284730911255,1.050894856452942,1.051414132118225,0,1.0508143901824951,1.0655627767244975,0,0.0,0,0,38.22719723595077,0,0,0
2024-12-06,1.058559536933899,1.058559536933899,1.0626428127288818,1.0546075105667114,1.058559536933899,0,1.0519769310951232,1.064767591158549,0,0.0,0,0,46.582898986811415,0,0,0
2024-12-09,1.0565463304519653,1.0565463304519653,1.0592771768569946,1.0533078908920288,1.0565463304519653,0,1.05283282995224,1.0639972329139709,0,0.0,0,0,44.746403266825006,0,0,0
2024-12-10,1.0555204153060913,1.0555204153060913,1.056747317314148,1.0500340461730957,1.0555204153060913,0,1.0539418697357177,1.0631253321965535,0,0.0,0,0,43.79878531560628,0,0,0
2024-12-11,1.0532968044281006,1.0532968044281006,1.0540739297866821,1.0481630563735962,1.0532968044281006,0,1.0543595671653747,1.062166436513265,0,0.0,0,0,41.73571044377388,0,0,0
2024-12-12,1.0506850481033325,1.0506850481033325,1.052997350692749,1.0464848279953003,1.0506850481033325,0,1.053803563117981,1.0609920104344686,0,0.0,0,0,39.38886270944096,0,0,0
2024-12-13,1.0474056005477905,1.0474056005477905,1.0522992610931396,1.045434594154358,1.0474056005477905,0,1.052914035320282,1.0596184293429056,0,0.0,0,0,36.605462120814444,0,0,0
2024-12-16,1.051005244255066,1.051005244255066,1.0524100065231323,1.0475043058395386,1.051005244255066,0,1.0525638103485107,1.0584035038948059,0,0.0,0,0,41.49262066929774,0,0,0
2024-12-17,1.0517348051071167,1.0517348051071167,1.0532857179641724,1.047998309135437,1.0517348051071167,0,1.0527250528335572,1.0572144746780396,0,0.0,0,0,42.46079844245293,0,0,0
2024-12-18,1.0495051145553589,1.0495051145553589,1.0515247583389282,1.0467805862426758,1.0495051145553589,0,1.0525673031806946,1.055749781926473,0,0.0,0,0,40.267647725119765,0,0,0
2024-12-19,1.0350252389907837,1.0350252389907837,1.0422203540802002,1.0352503061294556,1.0350252389907837,0,1.0509284138679504,1.0544737259546915,0,0.0,0,0,29.58178451583852,1,1,0
2024-12-20,1.0364949703216553,1.0364949703216553,1.0433076620101929,1.0344257354736328,1.0364949703216553,0,1.0487219572067261,1.0530396501223247,0,0.0,0,0,31.566862655014504,0,0,0
2024-12-23,1.0433076620101929,1.0433076620101929,1.0448229312896729,1.038594126701355,1.0433076620101929,0,1.0473980903625488,1.0521002451578776,0,0.0,0,0,40.0088593424895,0,0,0
2024-12-24,1.0405826568603516,1.0405826568603516,1.0411244630813599,1.0387451648712158,1.0405826568603516,0,1.045904314517975,1.0512383619944254,0,0.0,0,0,37.99010931621489,0,0,0
2024-12-25,1.0402579307556152,1.0402579307556152,1.0432968139648438,1.0401498079299927,1.0402579307556152,0,1.0446004271507263,1.0505245407422383,0,0.0,0,0,37.74569403803162,0,0,0
2024-12-26,1.0399551391601562,1.0399551391601562,1.042535424232483,1.0391446352005005,1.0399551391601562,0,1.0435274362564086,1.0499759634335837,0,0.0,0,0,37.50340165331249,0,0,0
2024-12-27,1.0423181056976318,1.0423181056976318,1.0444954633712769,1.0406694412231445,1.0423181056976318,0,1.0430186867713929,1.0496196190516154,0,0.0,0,0,40.70235728579242,0,0,0
2024-12-30,1.0429377555847168,1.0429377555847168,1.0458500385284424,1.0374196767807007,1.0429377555847168,0,1.042211937904358,1.0492717266082763,0,0.0,0,0,41.54730505340919,0,0,0
